in s,C1 in V,C2 in V,ARB0
-4.123040E-04,-3.75977E-01,2.23633E+00,
-4.123016E-04,-3.85742E-01,2.21680E+00,
-4.122992E-04,-3.75977E-01,2.23633E+00,
-4.122968E-04,-3.66211E-01,2.15820E+00,
-4.122944E-04,-3.95508E-01,2.21680E+00,
-4.122920E-04,-3.75977E-01,2.17773E+00,
-4.122896E-04,-3.66211E-01,2.21680E+00,
-4.122872E-04,-3.66211E-01,2.19727E+00,
-4.122848E-04,-3.75977E-01,2.23633E+00,
-4.122824E-04,-3.75977E-01,2.21680E+00,
-4.122800E-04,-3.95508E-01,2.15820E+00,
-4.122776E-04,-3.56445E-01,2.29492E+00,
-4.122752E-04,-3.56445E-01,2.21680E+00,
-4.122728E-04,-3.66211E-01,2.23633E+00,
-4.122704E-04,-3.36914E-01,2.17773E+00,
-4.122680E-04,-3.85742E-01,2.21680E+00,
-4.122656E-04,-3.85742E-01,2.23633E+00,
-4.122632E-04,-3.95508E-01,2.23633E+00,
-4.122608E-04,-3.75977E-01,2.19727E+00,
-4.122584E-04,-3.56445E-01,2.19727E+00,
-4.122560E-04,-3.56445E-01,2.21680E+00,
-4.122536E-04,-3.66211E-01,2.25586E+00,
-4.122512E-04,-3.66211E-01,2.27539E+00,
-4.122488E-04,-3.95508E-01,2.25586E+00,
-4.122464E-04,-3.95508E-01,2.21680E+00,
-4.122440E-04,-3.75977E-01,2.19727E+00,
-4.122416E-04,-4.15039E-01,2.17773E+00,
-4.122392E-04,-3.95508E-01,2.23633E+00,
-4.122368E-04,-3.85742E-01,2.17773E+00,
-4.122344E-04,-4.05273E-01,2.13867E+00,
-4.122320E-04,-3.95508E-01,2.27539E+00,
-4.122296E-04,-4.15039E-01,2.19727E+00,
-4.122272E-04,-3.95508E-01,2.19727E+00,
-4.122248E-04,-3.95508E-01,2.19727E+00,
-4.122224E-04,-3.85742E-01,2.21680E+00,
-4.122200E-04,-3.36914E-01,2.17773E+00,
-4.122176E-04,-4.05273E-01,2.21680E+00,
-4.122152E-04,-4.05273E-01,2.11914E+00,
-4.122128E-04,-4.24805E-01,2.23633E+00,
-4.122104E-04,-4.05273E-01,2.17773E+00,
-4.122080E-04,-3.85742E-01,2.19727E+00,
-4.122056E-04,-3.66211E-01,2.23633E+00,
-4.122032E-04,-4.15039E-01,2.19727E+00,
-4.122008E-04,-3.95508E-01,2.25586E+00,
-4.121984E-04,-3.85742E-01,2.21680E+00,
-4.121960E-04,-3.75977E-01,2.21680E+00,
-4.121936E-04,-3.95508E-01,2.19727E+00,
-4.121912E-04,-4.24805E-01,2.15820E+00,
-4.121888E-04,-4.05273E-01,2.21680E+00,
-4.121864E-04,-4.34570E-01,2.21680E+00,
-4.121840E-04,-4.15039E-01,2.17773E+00,
-4.121816E-04,-4.15039E-01,2.25586E+00,
-4.121792E-04,-4.05273E-01,2.23633E+00,
-4.121768E-04,-4.24805E-01,2.19727E+00,
-4.121744E-04,-3.95508E-01,2.25586E+00,
-4.121720E-04,-3.95508E-01,2.17773E+00,
-4.121696E-04,-4.24805E-01,2.27539E+00,
-4.121672E-04,-3.95508E-01,2.19727E+00,
-4.121648E-04,-4.15039E-01,2.17773E+00,
-4.121624E-04,-3.95508E-01,2.23633E+00,
-4.121600E-04,-4.05273E-01,2.21680E+00,
-4.121576E-04,-3.95508E-01,2.15820E+00,
-4.121552E-04,-4.15039E-01,2.19727E+00,
-4.121528E-04,-4.05273E-01,2.17773E+00,
-4.121504E-04,-3.95508E-01,2.19727E+00,
-4.121480E-04,-3.95508E-01,2.17773E+00,
-4.121456E-04,-3.95508E-01,2.13867E+00,
-4.121432E-04,-3.66211E-01,2.25586E+00,
-4.121408E-04,-3.66211E-01,2.19727E+00,
-4.121384E-04,-4.15039E-01,2.19727E+00,
-4.121360E-04,-3.85742E-01,2.19727E+00,
-4.121336E-04,-3.95508E-01,2.15820E+00,
-4.121312E-04,-4.05273E-01,2.19727E+00,
-4.121288E-04,-4.05273E-01,2.21680E+00,
-4.121264E-04,-4.44336E-01,2.15820E+00,
-4.121240E-04,-3.95508E-01,2.23633E+00,
-4.121216E-04,-4.05273E-01,2.27539E+00,
-4.121192E-04,-3.95508E-01,2.19727E+00,
-4.121168E-04,-3.95508E-01,2.17773E+00,
-4.121144E-04,-4.24805E-01,2.19727E+00,
-4.121120E-04,-3.85742E-01,2.19727E+00,
-4.121096E-04,-4.05273E-01,2.17773E+00,
-4.121072E-04,-3.95508E-01,2.15820E+00,
-4.121048E-04,-3.75977E-01,2.17773E+00,
-4.121024E-04,-3.85742E-01,2.15820E+00,
-4.121000E-04,-3.85742E-01,2.17773E+00,
-4.120976E-04,-4.05273E-01,2.19727E+00,
-4.120952E-04,-4.34570E-01,2.25586E+00,
-4.120928E-04,-4.24805E-01,2.19727E+00,
-4.120904E-04,-4.05273E-01,2.21680E+00,
-4.120880E-04,-4.44336E-01,2.17773E+00,
-4.120856E-04,-3.95508E-01,2.21680E+00,
-4.120832E-04,-3.66211E-01,2.19727E+00,
-4.120808E-04,-4.05273E-01,2.13867E+00,
-4.120784E-04,-4.24805E-01,2.13867E+00,
-4.120760E-04,-4.24805E-01,2.19727E+00,
-4.120736E-04,-4.05273E-01,2.17773E+00,
-4.120712E-04,-4.15039E-01,2.17773E+00,
-4.120688E-04,-3.95508E-01,2.21680E+00,
-4.120664E-04,-3.95508E-01,2.21680E+00,
-4.120640E-04,-3.85742E-01,2.21680E+00,
-4.120616E-04,-4.15039E-01,2.15820E+00,
-4.120592E-04,-4.24805E-01,2.25586E+00,
-4.120568E-04,-4.44336E-01,2.15820E+00,
-4.120544E-04,-3.95508E-01,2.13867E+00,
-4.120520E-04,-4.05273E-01,2.13867E+00,
-4.120496E-04,-4.34570E-01,2.17773E+00,
-4.120472E-04,-4.05273E-01,2.19727E+00,
-4.120448E-04,-4.05273E-01,2.19727E+00,
-4.120424E-04,-4.15039E-01,2.21680E+00,
-4.120400E-04,-4.34570E-01,2.15820E+00,
-4.120376E-04,-4.24805E-01,2.19727E+00,
-4.120352E-04,-4.15039E-01,2.13867E+00,
-4.120328E-04,-3.95508E-01,2.21680E+00,
-4.120304E-04,-4.24805E-01,2.17773E+00,
-4.120280E-04,-3.95508E-01,2.19727E+00,
-4.120256E-04,-3.95508E-01,2.11914E+00,
-4.120232E-04,-4.24805E-01,2.11914E+00,
-4.120208E-04,-4.15039E-01,2.19727E+00,
-4.120184E-04,-4.15039E-01,2.17773E+00,
-4.120160E-04,-4.24805E-01,2.17773E+00,
-4.120136E-04,-4.34570E-01,2.21680E+00,
-4.120112E-04,-4.24805E-01,2.23633E+00,
-4.120088E-04,-3.95508E-01,2.15820E+00,
-4.120064E-04,-4.24805E-01,2.21680E+00,
-4.120040E-04,-4.24805E-01,2.17773E+00,
-4.120016E-04,-4.15039E-01,2.15820E+00,
-4.119992E-04,-4.44336E-01,2.21680E+00,
-4.119968E-04,-4.05273E-01,2.21680E+00,
-4.119944E-04,-4.34570E-01,2.21680E+00,
-4.119920E-04,-4.34570E-01,2.19727E+00,
-4.119896E-04,-4.24805E-01,2.15820E+00,
-4.119872E-04,-4.05273E-01,2.23633E+00,
-4.119848E-04,-4.24805E-01,2.21680E+00,
-4.119824E-04,-4.05273E-01,2.21680E+00,
-4.119800E-04,-4.24805E-01,2.13867E+00,
-4.119776E-04,-3.85742E-01,2.15820E+00,
-4.119752E-04,-3.95508E-01,2.15820E+00,
-4.119728E-04,-4.24805E-01,2.17773E+00,
-4.119704E-04,-4.05273E-01,2.25586E+00,
-4.119680E-04,-3.95508E-01,2.19727E+00,
-4.119656E-04,-4.24805E-01,2.17773E+00,
-4.119632E-04,-4.05273E-01,2.17773E+00,
-4.119608E-04,-4.24805E-01,2.17773E+00,
-4.119584E-04,-4.15039E-01,2.23633E+00,
-4.119560E-04,-4.44336E-01,2.21680E+00,
-4.119536E-04,-4.34570E-01,2.09961E+00,
-4.119512E-04,-3.75977E-01,2.19727E+00,
-4.119488E-04,-4.34570E-01,2.17773E+00,
-4.119464E-04,-4.34570E-01,2.19727E+00,
-4.119440E-04,-4.15039E-01,2.17773E+00,
-4.119416E-04,-4.05273E-01,2.11914E+00,
-4.119392E-04,-3.95508E-01,2.17773E+00,
-4.119368E-04,-4.24805E-01,2.17773E+00,
-4.119344E-04,-4.34570E-01,2.09961E+00,
-4.119320E-04,-4.24805E-01,2.19727E+00,
-4.119296E-04,-4.34570E-01,2.17773E+00,
-4.119272E-04,-4.05273E-01,2.15820E+00,
-4.119248E-04,-4.24805E-01,2.15820E+00,
-4.119224E-04,-4.34570E-01,2.19727E+00,
-4.119200E-04,-4.24805E-01,2.13867E+00,
-4.119176E-04,-4.34570E-01,2.15820E+00,
-4.119152E-04,-4.34570E-01,2.09961E+00,
-4.119128E-04,-4.24805E-01,2.21680E+00,
-4.119104E-04,-4.24805E-01,2.15820E+00,
-4.119080E-04,-3.95508E-01,2.19727E+00,
-4.119056E-04,-4.15039E-01,2.11914E+00,
-4.119032E-04,-4.63867E-01,2.13867E+00,
-4.119008E-04,-4.54102E-01,2.15820E+00,
-4.118984E-04,-3.95508E-01,2.15820E+00,
-4.118960E-04,-4.54102E-01,2.15820E+00,
-4.118936E-04,-4.44336E-01,2.13867E+00,
-4.118912E-04,-4.54102E-01,2.15820E+00,
-4.118888E-04,-4.34570E-01,2.21680E+00,
-4.118864E-04,-4.34570E-01,2.19727E+00,
-4.118840E-04,-4.15039E-01,2.19727E+00,
-4.118816E-04,-4.15039E-01,2.15820E+00,
-4.118792E-04,-4.15039E-01,2.19727E+00,
-4.118768E-04,-4.34570E-01,2.15820E+00,
-4.118744E-04,-4.24805E-01,2.15820E+00,
-4.118720E-04,-4.15039E-01,2.15820E+00,
-4.118696E-04,-4.34570E-01,2.13867E+00,
-4.118672E-04,-4.15039E-01,2.21680E+00,
-4.118648E-04,-4.44336E-01,2.15820E+00,
-4.118624E-04,-4.15039E-01,2.13867E+00,
-4.118600E-04,-4.44336E-01,2.19727E+00,
-4.118576E-04,-4.44336E-01,2.25586E+00,
-4.118552E-04,-3.95508E-01,2.17773E+00,
-4.118528E-04,-4.24805E-01,2.19727E+00,
-4.118504E-04,-4.15039E-01,2.21680E+00,
-4.118480E-04,-4.44336E-01,2.19727E+00,
-4.118456E-04,-4.34570E-01,2.19727E+00,
-4.118432E-04,-4.05273E-01,2.19727E+00,
-4.118408E-04,-4.15039E-01,2.19727E+00,
-4.118384E-04,-4.34570E-01,2.17773E+00,
-4.118360E-04,-4.34570E-01,2.15820E+00,
-4.118336E-04,-4.05273E-01,2.19727E+00,
-4.118312E-04,-4.24805E-01,2.23633E+00,
-4.118288E-04,-4.24805E-01,2.15820E+00,
-4.118264E-04,-4.44336E-01,2.11914E+00,
-4.118240E-04,-4.54102E-01,2.13867E+00,
-4.118216E-04,-4.44336E-01,2.15820E+00,
-4.118192E-04,-4.54102E-01,2.15820E+00,
-4.118168E-04,-4.15039E-01,2.21680E+00,
-4.118144E-04,-4.05273E-01,2.21680E+00,
-4.118120E-04,-4.54102E-01,2.09961E+00,
-4.118096E-04,-4.63867E-01,2.13867E+00,
-4.118072E-04,-4.24805E-01,2.15820E+00,
-4.118048E-04,-4.63867E-01,2.13867E+00,
-4.118024E-04,-4.34570E-01,2.13867E+00,
-4.118000E-04,-4.34570E-01,2.19727E+00,
-4.117976E-04,-4.15039E-01,2.15820E+00,
-4.117952E-04,-4.24805E-01,2.21680E+00,
-4.117928E-04,-4.34570E-01,2.15820E+00,
-4.117904E-04,-4.44336E-01,2.13867E+00,
-4.117880E-04,-4.44336E-01,2.11914E+00,
-4.117856E-04,-4.15039E-01,2.11914E+00,
-4.117832E-04,-3.95508E-01,2.21680E+00,
-4.117808E-04,-4.34570E-01,2.15820E+00,
-4.117784E-04,-4.54102E-01,2.15820E+00,
-4.117760E-04,-4.44336E-01,2.19727E+00,
-4.117736E-04,-4.44336E-01,2.19727E+00,
-4.117712E-04,-4.44336E-01,2.15820E+00,
-4.117688E-04,-4.24805E-01,2.08008E+00,
-4.117664E-04,-4.15039E-01,2.13867E+00,
-4.117640E-04,-4.73633E-01,2.13867E+00,
-4.117616E-04,-4.34570E-01,2.15820E+00,
-4.117592E-04,-4.34570E-01,2.15820E+00,
-4.117568E-04,-4.44336E-01,2.09961E+00,
-4.117544E-04,-4.63867E-01,2.09961E+00,
-4.117520E-04,-4.54102E-01,2.19727E+00,
-4.117496E-04,-4.44336E-01,2.15820E+00,
-4.117472E-04,-4.54102E-01,2.15820E+00,
-4.117448E-04,-4.24805E-01,2.21680E+00,
-4.117424E-04,-4.44336E-01,2.17773E+00,
-4.117400E-04,-4.54102E-01,2.15820E+00,
-4.117376E-04,-4.54102E-01,2.13867E+00,
-4.117352E-04,-4.34570E-01,2.17773E+00,
-4.117328E-04,-4.73633E-01,2.17773E+00,
-4.117304E-04,-4.54102E-01,2.17773E+00,
-4.117280E-04,-4.54102E-01,2.15820E+00,
-4.117256E-04,-4.44336E-01,2.15820E+00,
-4.117232E-04,-4.63867E-01,2.11914E+00,
-4.117208E-04,-4.54102E-01,2.11914E+00,
-4.117184E-04,-4.05273E-01,2.13867E+00,
-4.117160E-04,-4.34570E-01,2.15820E+00,
-4.117136E-04,-4.54102E-01,2.17773E+00,
-4.117112E-04,-4.63867E-01,2.19727E+00,
-4.117088E-04,-4.44336E-01,2.13867E+00,
-4.117064E-04,-4.63867E-01,2.21680E+00,
-4.117040E-04,-4.34570E-01,2.13867E+00,
-4.117016E-04,-4.54102E-01,2.13867E+00,
-4.116992E-04,-4.63867E-01,2.21680E+00,
-4.116968E-04,-4.63867E-01,2.15820E+00,
-4.116944E-04,-4.63867E-01,2.15820E+00,
-4.116920E-04,-4.44336E-01,2.13867E+00,
-4.116896E-04,-4.54102E-01,2.08008E+00,
-4.116872E-04,-4.34570E-01,2.13867E+00,
-4.116848E-04,-4.34570E-01,2.17773E+00,
-4.116824E-04,-4.44336E-01,2.09961E+00,
-4.116800E-04,-4.44336E-01,2.13867E+00,
-4.116776E-04,-4.54102E-01,2.15820E+00,
-4.116752E-04,-4.34570E-01,2.19727E+00,
-4.116728E-04,-4.54102E-01,2.15820E+00,
-4.116704E-04,-4.05273E-01,2.19727E+00,
-4.116680E-04,-4.63867E-01,2.15820E+00,
-4.116656E-04,-4.44336E-01,2.21680E+00,
-4.116632E-04,-4.54102E-01,2.17773E+00,
-4.116608E-04,-4.24805E-01,2.09961E+00,
-4.116584E-04,-4.24805E-01,2.09961E+00,
-4.116560E-04,-4.54102E-01,2.17773E+00,
-4.116536E-04,-4.15039E-01,2.21680E+00,
-4.116512E-04,-4.24805E-01,2.11914E+00,
-4.116488E-04,-4.44336E-01,2.19727E+00,
-4.116464E-04,-4.63867E-01,2.11914E+00,
-4.116440E-04,-4.34570E-01,2.15820E+00,
-4.116416E-04,-4.54102E-01,2.21680E+00,
-4.116392E-04,-4.63867E-01,2.13867E+00,
-4.116368E-04,-4.34570E-01,2.21680E+00,
-4.116344E-04,-4.54102E-01,2.15820E+00,
-4.116320E-04,-4.24805E-01,2.19727E+00,
-4.116296E-04,-4.63867E-01,2.15820E+00,
-4.116272E-04,-4.63867E-01,2.17773E+00,
-4.116248E-04,-4.44336E-01,2.09961E+00,
-4.116224E-04,-4.24805E-01,2.17773E+00,
-4.116200E-04,-4.44336E-01,2.15820E+00,
-4.116176E-04,-4.34570E-01,2.15820E+00,
-4.116152E-04,-4.63867E-01,2.13867E+00,
-4.116128E-04,-4.34570E-01,2.17773E+00,
-4.116104E-04,-4.24805E-01,2.21680E+00,
-4.116080E-04,-4.54102E-01,2.17773E+00,
-4.116056E-04,-4.44336E-01,2.11914E+00,
-4.116032E-04,-4.54102E-01,2.15820E+00,
-4.116008E-04,-4.93164E-01,2.09961E+00,
-4.115984E-04,-4.34570E-01,2.17773E+00,
-4.115960E-04,-4.73633E-01,2.13867E+00,
-4.115936E-04,-4.63867E-01,2.15820E+00,
-4.115912E-04,-4.73633E-01,2.19727E+00,
-4.115888E-04,-4.44336E-01,2.17773E+00,
-4.115864E-04,-4.24805E-01,2.11914E+00,
-4.115840E-04,-4.63867E-01,2.17773E+00,
-4.115816E-04,-4.63867E-01,2.11914E+00,
-4.115792E-04,-4.24805E-01,2.17773E+00,
-4.115768E-04,-4.83398E-01,2.19727E+00,
-4.115744E-04,-4.63867E-01,2.13867E+00,
-4.115720E-04,-4.34570E-01,2.17773E+00,
-4.115696E-04,-4.34570E-01,2.13867E+00,
-4.115672E-04,-4.34570E-01,2.15820E+00,
-4.115648E-04,-4.73633E-01,2.15820E+00,
-4.115624E-04,-4.44336E-01,2.13867E+00,
-4.115600E-04,-4.63867E-01,2.15820E+00,
-4.115576E-04,-4.54102E-01,2.13867E+00,
-4.115552E-04,-4.54102E-01,2.04102E+00,
-4.115528E-04,-4.44336E-01,2.13867E+00,
-4.115504E-04,-4.34570E-01,2.19727E+00,
-4.115480E-04,-4.34570E-01,2.15820E+00,
-4.115456E-04,-4.24805E-01,2.15820E+00,
-4.115432E-04,-4.15039E-01,2.11914E+00,
-4.115408E-04,-4.54102E-01,2.13867E+00,
-4.115384E-04,-4.24805E-01,2.15820E+00,
-4.115360E-04,-4.73633E-01,2.13867E+00,
-4.115336E-04,-4.44336E-01,2.13867E+00,
-4.115312E-04,-4.63867E-01,2.15820E+00,
-4.115288E-04,-4.83398E-01,2.17773E+00,
-4.115264E-04,-4.73633E-01,2.15820E+00,
-4.115240E-04,-4.73633E-01,2.09961E+00,
-4.115216E-04,-4.54102E-01,2.08008E+00,
-4.115192E-04,-4.73633E-01,2.11914E+00,
-4.115168E-04,-4.44336E-01,2.13867E+00,
-4.115144E-04,-4.54102E-01,2.13867E+00,
-4.115120E-04,-4.83398E-01,2.13867E+00,
-4.115096E-04,-4.54102E-01,2.09961E+00,
-4.115072E-04,-4.34570E-01,2.09961E+00,
-4.115048E-04,-4.73633E-01,2.15820E+00,
-4.115024E-04,-5.12695E-01,2.17773E+00,
-4.115000E-04,-4.73633E-01,2.13867E+00,
-4.114976E-04,-4.83398E-01,2.13867E+00,
-4.114952E-04,-4.83398E-01,2.17773E+00,
-4.114928E-04,-4.44336E-01,2.17773E+00,
-4.114904E-04,-4.63867E-01,2.13867E+00,
-4.114880E-04,-4.73633E-01,2.11914E+00,
-4.114856E-04,-4.63867E-01,2.09961E+00,
-4.114832E-04,-4.63867E-01,2.13867E+00,
-4.114808E-04,-4.63867E-01,2.19727E+00,
-4.114784E-04,-4.73633E-01,2.17773E+00,
-4.114760E-04,-4.73633E-01,2.13867E+00,
-4.114736E-04,-4.63867E-01,2.11914E+00,
-4.114712E-04,-4.34570E-01,2.09961E+00,
-4.114688E-04,-4.73633E-01,2.09961E+00,
-4.114664E-04,-4.83398E-01,2.17773E+00,
-4.114640E-04,-4.54102E-01,2.09961E+00,
-4.114616E-04,-4.83398E-01,2.11914E+00,
-4.114592E-04,-4.83398E-01,2.15820E+00,
-4.114568E-04,-4.83398E-01,2.09961E+00,
-4.114544E-04,-4.44336E-01,2.13867E+00,
-4.114520E-04,-4.54102E-01,2.11914E+00,
-4.114496E-04,-4.63867E-01,2.15820E+00,
-4.114472E-04,-4.63867E-01,2.17773E+00,
-4.114448E-04,-4.83398E-01,2.08008E+00,
-4.114424E-04,-4.83398E-01,2.13867E+00,
-4.114400E-04,-4.73633E-01,2.09961E+00,
-4.114376E-04,-4.44336E-01,2.19727E+00,
-4.114352E-04,-4.44336E-01,2.06055E+00,
-4.114328E-04,-4.44336E-01,2.17773E+00,
-4.114304E-04,-4.83398E-01,2.09961E+00,
-4.114280E-04,-4.73633E-01,2.09961E+00,
-4.114256E-04,-4.93164E-01,2.09961E+00,
-4.114232E-04,-4.63867E-01,2.13867E+00,
-4.114208E-04,-4.63867E-01,2.11914E+00,
-4.114184E-04,-4.34570E-01,2.15820E+00,
-4.114160E-04,-4.63867E-01,2.13867E+00,
-4.114136E-04,-4.63867E-01,2.15820E+00,
-4.114112E-04,-4.63867E-01,2.15820E+00,
-4.114088E-04,-4.54102E-01,2.13867E+00,
-4.114064E-04,-4.83398E-01,2.08008E+00,
-4.114040E-04,-4.73633E-01,2.19727E+00,
-4.114016E-04,-4.93164E-01,2.11914E+00,
-4.113992E-04,-4.63867E-01,2.09961E+00,
-4.113968E-04,-4.73633E-01,2.15820E+00,
-4.113944E-04,-4.73633E-01,2.17773E+00,
-4.113920E-04,-4.63867E-01,2.13867E+00,
-4.113896E-04,-4.73633E-01,2.17773E+00,
-4.113872E-04,-4.44336E-01,2.13867E+00,
-4.113848E-04,-4.73633E-01,2.09961E+00,
-4.113824E-04,-4.93164E-01,2.15820E+00,
-4.113800E-04,-4.44336E-01,2.11914E+00,
-4.113776E-04,-4.83398E-01,2.13867E+00,
-4.113752E-04,-4.93164E-01,2.09961E+00,
-4.113728E-04,-4.44336E-01,2.11914E+00,
-4.113704E-04,-5.02930E-01,2.11914E+00,
-4.113680E-04,-4.83398E-01,2.11914E+00,
-4.113656E-04,-4.83398E-01,2.11914E+00,
-4.113632E-04,-5.02930E-01,2.11914E+00,
-4.113608E-04,-4.73633E-01,2.17773E+00,
-4.113584E-04,-5.02930E-01,2.11914E+00,
-4.113560E-04,-4.73633E-01,2.09961E+00,
-4.113536E-04,-4.93164E-01,2.15820E+00,
-4.113512E-04,-4.54102E-01,2.09961E+00,
-4.113488E-04,-4.93164E-01,2.09961E+00,
-4.113464E-04,-4.73633E-01,2.13867E+00,
-4.113440E-04,-4.63867E-01,2.13867E+00,
-4.113416E-04,-4.63867E-01,2.11914E+00,
-4.113392E-04,-4.83398E-01,2.08008E+00,
-4.113368E-04,-4.83398E-01,2.15820E+00,
-4.113344E-04,-4.83398E-01,2.11914E+00,
-4.113320E-04,-5.02930E-01,2.09961E+00,
-4.113296E-04,-4.73633E-01,2.08008E+00,
-4.113272E-04,-4.83398E-01,2.13867E+00,
-4.113248E-04,-4.73633E-01,2.11914E+00,
-4.113224E-04,-4.73633E-01,2.13867E+00,
-4.113200E-04,-4.34570E-01,2.09961E+00,
-4.113176E-04,-4.93164E-01,2.09961E+00,
-4.113152E-04,-4.73633E-01,2.19727E+00,
-4.113128E-04,-4.73633E-01,2.04102E+00,
-4.113104E-04,-4.83398E-01,2.11914E+00,
-4.113080E-04,-4.83398E-01,2.17773E+00,
-4.113056E-04,-4.83398E-01,2.09961E+00,
-4.113032E-04,-4.63867E-01,2.08008E+00,
-4.113008E-04,-4.93164E-01,2.08008E+00,
-4.112984E-04,-4.63867E-01,2.08008E+00,
-4.112960E-04,-4.93164E-01,2.13867E+00,
-4.112936E-04,-4.83398E-01,2.08008E+00,
-4.112912E-04,-4.63867E-01,2.11914E+00,
-4.112888E-04,-4.83398E-01,2.11914E+00,
-4.112864E-04,-4.73633E-01,2.15820E+00,
-4.112840E-04,-4.73633E-01,2.21680E+00,
-4.112816E-04,-4.83398E-01,2.13867E+00,
-4.112792E-04,-4.54102E-01,2.09961E+00,
-4.112768E-04,-4.93164E-01,2.15820E+00,
-4.112744E-04,-4.73633E-01,2.17773E+00,
-4.112720E-04,-4.73633E-01,2.09961E+00,
-4.112696E-04,-4.54102E-01,2.13867E+00,
-4.112672E-04,-4.83398E-01,2.13867E+00,
-4.112648E-04,-4.83398E-01,2.15820E+00,
-4.112624E-04,-4.83398E-01,2.09961E+00,
-4.112600E-04,-4.83398E-01,2.11914E+00,
-4.112576E-04,-4.73633E-01,2.08008E+00,
-4.112552E-04,-5.02930E-01,2.09961E+00,
-4.112528E-04,-4.93164E-01,2.11914E+00,
-4.112504E-04,-4.93164E-01,2.08008E+00,
-4.112480E-04,-4.93164E-01,2.11914E+00,
-4.112456E-04,-5.02930E-01,2.08008E+00,
-4.112432E-04,-4.93164E-01,2.11914E+00,
-4.112408E-04,-4.93164E-01,2.13867E+00,
-4.112384E-04,-4.93164E-01,2.13867E+00,
-4.112360E-04,-4.93164E-01,2.15820E+00,
-4.112336E-04,-5.02930E-01,2.15820E+00,
-4.112312E-04,-4.83398E-01,2.08008E+00,
-4.112288E-04,-4.83398E-01,2.17773E+00,
-4.112264E-04,-4.83398E-01,2.11914E+00,
-4.112240E-04,-4.83398E-01,2.13867E+00,
-4.112216E-04,-4.83398E-01,2.11914E+00,
-4.112192E-04,-4.93164E-01,2.15820E+00,
-4.112168E-04,-4.83398E-01,2.13867E+00,
-4.112144E-04,-4.83398E-01,2.08008E+00,
-4.112120E-04,-5.02930E-01,2.08008E+00,
-4.112096E-04,-4.83398E-01,2.13867E+00,
-4.112072E-04,-5.02930E-01,2.09961E+00,
-4.112048E-04,-4.93164E-01,2.15820E+00,
-4.112024E-04,-4.54102E-01,2.06055E+00,
-4.112000E-04,-4.63867E-01,2.09961E+00,
-4.111976E-04,-4.73633E-01,2.11914E+00,
-4.111952E-04,-5.02930E-01,2.02148E+00,
-4.111928E-04,-4.73633E-01,2.08008E+00,
-4.111904E-04,-4.93164E-01,2.11914E+00,
-4.111880E-04,-4.73633E-01,2.09961E+00,
-4.111856E-04,-4.93164E-01,2.17773E+00,
-4.111832E-04,-5.12695E-01,2.11914E+00,
-4.111808E-04,-4.93164E-01,2.04102E+00,
-4.111784E-04,-5.02930E-01,2.08008E+00,
-4.111760E-04,-4.93164E-01,2.08008E+00,
-4.111736E-04,-5.02930E-01,2.08008E+00,
-4.111712E-04,-5.12695E-01,2.11914E+00,
-4.111688E-04,-5.02930E-01,2.11914E+00,
-4.111664E-04,-5.02930E-01,2.08008E+00,
-4.111640E-04,-4.63867E-01,2.13867E+00,
-4.111616E-04,-4.93164E-01,2.06055E+00,
-4.111592E-04,-5.32227E-01,2.11914E+00,
-4.111568E-04,-4.83398E-01,2.08008E+00,
-4.111544E-04,-4.93164E-01,2.13867E+00,
-4.111520E-04,-5.12695E-01,2.17773E+00,
-4.111496E-04,-5.12695E-01,2.11914E+00,
-4.111472E-04,-4.93164E-01,2.15820E+00,
-4.111448E-04,-5.02930E-01,2.13867E+00,
-4.111424E-04,-4.93164E-01,2.11914E+00,
-4.111400E-04,-5.02930E-01,2.09961E+00,
-4.111376E-04,-4.93164E-01,2.09961E+00,
-4.111352E-04,-4.83398E-01,2.09961E+00,
-4.111328E-04,-4.93164E-01,2.08008E+00,
-4.111304E-04,-4.83398E-01,2.09961E+00,
-4.111280E-04,-5.02930E-01,2.13867E+00,
-4.111256E-04,-4.73633E-01,2.15820E+00,
-4.111232E-04,-4.93164E-01,2.11914E+00,
-4.111208E-04,-5.02930E-01,2.08008E+00,
-4.111184E-04,-4.93164E-01,2.11914E+00,
-4.111160E-04,-4.63867E-01,2.09961E+00,
-4.111136E-04,-4.93164E-01,2.11914E+00,
-4.111112E-04,-5.02930E-01,2.09961E+00,
-4.111088E-04,-4.93164E-01,2.11914E+00,
-4.111064E-04,-4.73633E-01,2.04102E+00,
-4.111040E-04,-4.93164E-01,2.13867E+00,
-4.111016E-04,-4.93164E-01,2.09961E+00,
-4.110992E-04,-5.02930E-01,2.08008E+00,
-4.110968E-04,-4.93164E-01,2.11914E+00,
-4.110944E-04,-5.12695E-01,2.15820E+00,
-4.110920E-04,-5.12695E-01,2.11914E+00,
-4.110896E-04,-5.02930E-01,2.08008E+00,
-4.110872E-04,-5.02930E-01,2.09961E+00,
-4.110848E-04,-4.83398E-01,2.06055E+00,
-4.110824E-04,-5.02930E-01,2.09961E+00,
-4.110800E-04,-4.93164E-01,2.06055E+00,
-4.110776E-04,-4.83398E-01,2.09961E+00,
-4.110752E-04,-4.93164E-01,2.13867E+00,
-4.110728E-04,-5.02930E-01,2.08008E+00,
-4.110704E-04,-5.02930E-01,2.04102E+00,
-4.110680E-04,-4.83398E-01,2.09961E+00,
-4.110656E-04,-5.02930E-01,2.08008E+00,
